,precision,recall,f1-score,support
0,1.0,0.78125,0.8771929824561403,32.0
1,0.9619377162629758,0.972027972027972,0.9669565217391304,286.0
2,0.9795221843003413,0.9761904761904762,0.9778534923339012,294.0
3,0.9822222222222222,0.9404255319148936,0.9608695652173913,235.0
4,0.9635036496350365,0.9850746268656716,0.9741697416974171,268.0
5,0.8983739837398373,0.9692982456140351,0.9324894514767932,228.0
6,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0
7,1.0,0.6557377049180327,0.7920792079207921,183.0
8,0.7642276422764228,0.9306930693069307,0.8392857142857143,202.0
9,0.9898477157360406,0.9898477157360406,0.9898477157360406,197.0
10,0.9772727272727273,0.9923076923076923,0.9847328244274809,260.0
11,0.8578680203045685,0.9388888888888889,0.8965517241379309,180.0
12,0.9827586206896551,1.0,0.9913043478260869,285.0
13,0.980327868852459,1.0,0.990066225165563,299.0
14,1.0,0.9805825242718447,0.9901960784313726,103.0
15,0.956989247311828,1.0,0.978021978021978,89.0
16,0.9795918367346939,1.0,0.9896907216494846,48.0
17,0.9834254143646409,1.0,0.9916434540389973,178.0
18,0.8888888888888888,0.9824561403508771,0.9333333333333333,171.0
19,1.0,0.8709677419354839,0.9310344827586207,31.0
20,0.9696969696969697,0.6666666666666666,0.7901234567901234,48.0
21,0.9772727272727273,0.9772727272727273,0.9772727272727273,44.0
22,1.0,0.9830508474576272,0.9914529914529915,59.0
23,0.8295454545454546,0.9864864864864865,0.9012345679012347,74.0
24,0.0,0.0,0.0,42.0
25,0.9624413145539906,0.9951456310679612,0.9785202863961814,206.0
26,0.6530612244897959,0.7619047619047619,0.7032967032967032,84.0
27,0.875,0.20588235294117646,0.33333333333333337,34.0
28,0.5636363636363636,0.9538461538461539,0.7085714285714286,65.0
29,0.9615384615384616,0.7352941176470589,0.8333333333333333,34.0
30,0.8285714285714286,0.4603174603174603,0.5918367346938775,63.0
31,0.963302752293578,0.9813084112149533,0.9722222222222222,107.0
32,0.868421052631579,0.9166666666666666,0.8918918918918918,36.0
33,0.9887640449438202,1.0,0.9943502824858756,88.0
34,1.0,0.9361702127659575,0.967032967032967,47.0
35,0.9936305732484076,1.0,0.9968051118210862,156.0
36,1.0,0.8571428571428571,0.923076923076923,35.0
37,0.8947368421052632,1.0,0.9444444444444444,17.0
38,0.9736842105263158,1.0,0.9866666666666666,296.0
39,0.9791666666666666,0.9591836734693877,0.9690721649484536,49.0
40,0.9772727272727273,0.9772727272727273,0.9772727272727273,44.0
41,1.0,0.918918918918919,0.9577464788732395,37.0
42,1.0,0.925,0.961038961038961,40.0
accuracy,0.9382507507507507,0.9382507507507507,0.9382507507507507,0.9382507507507507
macro avg,0.9159742490569449,0.8857954634724259,0.8904720213919189,5328.0
weighted avg,0.937184276550128,0.9382507507507507,0.9326450763530765,5328.0
